,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
1453,,3246911,[],CHEMBL1103403,Inhibition of human cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.48', 'le': '0.21', 'lle': '1.33', 'sei': '10.19'}",CHEMBL1090372,,CHEMBL1090372,6.28,False,http://www.openphacts.org/units/Nanomolar,901144,=,1,True,=,,IC50,nM,,520,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.52
1454,,3246912,[],CHEMBL1103403,Inhibition of human cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.46', 'le': '0.21', 'lle': '1.08', 'sei': '10.41'}",CHEMBL1089273,,CHEMBL1089273,6.42,True,http://www.openphacts.org/units/Nanomolar,901145,=,1,True,=,,IC50,nM,,380,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.38
1455,,3246913,[],CHEMBL1103403,Inhibition of human cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(c(SCCN7CCCCC7)c6)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.89', 'le': '0.2', 'lle': '1.78', 'sei': '8.25'}",CHEMBL1089274,,CHEMBL1089274,7.52,False,http://www.openphacts.org/units/Nanomolar,901146,=,1,True,=,,IC50,nM,,30,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.03
1456,,3246914,[],CHEMBL1103403,Inhibition of human cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)c6ccccc6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.57', 'le': '0.17', 'lle': '2.56', 'sei': '5.01'}",CHEMBL1089275,,CHEMBL1089275,6.42,False,http://www.openphacts.org/units/Nanomolar,901147,=,1,True,=,,IC50,nM,,380,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.38
1457,,3246915,[],CHEMBL1103403,Inhibition of human cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)c6ccc(O)cc6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.38', 'le': '0.17', 'lle': '2.85', 'sei': '4.32'}",CHEMBL1089276,,CHEMBL1089276,6.41,False,http://www.openphacts.org/units/Nanomolar,901148,=,1,True,=,,IC50,nM,,390,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.39
1458,,3246916,[],CHEMBL1103403,Inhibition of human cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)c6ccc(F)cc6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.4', 'le': '0.17', 'lle': '2.44', 'sei': '5.03'}",CHEMBL1089277,,CHEMBL1089277,6.44,False,http://www.openphacts.org/units/Nanomolar,901149,=,1,True,=,,IC50,nM,,360,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.36
1459,,3246917,[],CHEMBL1103403,Inhibition of human cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CN(C)c1ccc(cc1)C(=O)NCCSc2cc(ccc2C(F)(F)F)c3nn(CC(O)CN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '7.92', 'le': '0.16', 'lle': '2.36', 'sei': '4.78'}",CHEMBL1076796,,CHEMBL1076796,6.28,False,http://www.openphacts.org/units/Nanomolar,901150,=,1,True,=,,IC50,nM,,530,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.53
1460,,3246918,[],CHEMBL1103403,Inhibition of human cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)Cc6ccccc6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.03', 'le': '0.18', 'lle': '3.1', 'sei': '5.38'}",CHEMBL1089278,,CHEMBL1089278,6.89,False,http://www.openphacts.org/units/Nanomolar,901151,=,1,True,=,,IC50,nM,,130,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.13
1461,,3246919,[],CHEMBL1103403,Inhibition of human cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)C6CCCNC6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.44', 'le': '0.17', 'lle': '3.84', 'sei': '4.55'}",CHEMBL1089279,,CHEMBL1089279,6.38,False,http://www.openphacts.org/units/Nanomolar,901152,=,1,True,=,,IC50,nM,,420,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.42
1462,Not Determined,3246920,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CN(CCSc1cc(ccc1C(F)(F)F)c2nn(CCCN3CCC(CC3)N4CCCC4=O)c5CCN(Cc25)S(=O)(=O)C)Cc6ccccc6,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,,CHEMBL1093948,,CHEMBL1093948,,False,,901032,,1,False,,,IC50,,,,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,,,,
1463,Not Determined,3246921,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCSc1cc(ccc1C(F)(F)F)c2nn(CCCN3CCC(CC3)N4CCCC4=O)c5CCN(Cc25)S(=O)(=O)C,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,,CHEMBL1076795,,CHEMBL1076795,,False,,901033,,1,False,,,IC50,,,,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,,,,
1464,,3246922,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CN1CCN(CCSc2cc(ccc2C(F)(F)F)c3nn(CCCN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C)CC1,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.67', 'le': '0.2', 'lle': '3.19', 'sei': '8.08'}",CHEMBL1093949,,CHEMBL1093949,6.89,False,http://www.openphacts.org/units/Nanomolar,901034,=,1,True,=,,IC50,nM,,130,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.13
1465,Not Determined,3246923,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CNCCSc1cc(ccc1C(F)(F)F)c2nn(CCCN3CCC(CC3)N4CCCC4=O)c5CCN(Cc25)S(=O)(=O)C,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,,CHEMBL1093950,,CHEMBL1093950,,False,,901035,,1,False,,,IC50,,,,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,,,,
1466,,3246924,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNCc6ccccc6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.82', 'le': '0.18', 'lle': '1.09', 'sei': '6.98'}",CHEMBL1093951,,CHEMBL1093951,6.34,False,http://www.openphacts.org/units/Nanomolar,901036,=,1,True,=,,IC50,nM,,460,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.46
1467,,3246925,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCCC6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.39', 'le': '0.21', 'lle': '2.55', 'sei': '8.66'}",CHEMBL1093952,,CHEMBL1093952,7.1,False,http://www.openphacts.org/units/Nanomolar,901037,=,1,True,=,,IC50,nM,,80,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.08
1468,,3246926,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCC(O)CC6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.06', 'le': '0.18', 'lle': '2.55', 'sei': '6.32'}",CHEMBL1093953,,CHEMBL1093953,6.46,False,http://www.openphacts.org/units/Nanomolar,901038,=,1,True,=,,IC50,nM,,350,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.35
1469,,3246927,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCOCC6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.82', 'le': '0.18', 'lle': '2.38', 'sei': '6.76'}",CHEMBL1093954,,CHEMBL1093954,6.17,False,http://www.openphacts.org/units/Nanomolar,901039,=,1,True,=,,IC50,nM,,680,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.68
1470,,3246928,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCC(CC6)c7ccccc7)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '7.79', 'le': '0.16', 'lle': '-0.32', 'sei': '7.35'}",CHEMBL1093955,,CHEMBL1093955,6.02,False,http://www.openphacts.org/units/Nanomolar,901040,=,1,True,=,,IC50,nM,,950,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.95
1471,,3246929,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.62', 'le': '0.21', 'lle': '2.46', 'sei': '9.02'}",CHEMBL1093956,,CHEMBL1093956,7.4,False,http://www.openphacts.org/units/Nanomolar,901041,=,1,True,=,,IC50,nM,,40,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.04
1472,,3246930,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCN(CCSc2cc(ccc2C(F)(F)F)c3nn(CCCN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C)CC1,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.61', 'le': '0.17', 'lle': '0.27', 'sei': '7.91'}",CHEMBL1093957,,CHEMBL1093957,6.48,False,http://www.openphacts.org/units/Nanomolar,901042,=,1,True,=,,IC50,nM,,330,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.33
1473,,3246931,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CC1CCN(CCSc2cc(ccc2C(F)(F)F)c3nn(CCCN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C)CC1,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.57', 'le': '0.17', 'lle': '0.9', 'sei': '7.43'}",CHEMBL1093958,,CHEMBL1093958,6.09,False,http://www.openphacts.org/units/Nanomolar,901043,=,1,True,=,,IC50,nM,,810,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.81
1474,,3246932,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCC7CCCCC7C6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.44', 'le': '0.17', 'lle': '0.37', 'sei': '7.73'}",CHEMBL1093959,,CHEMBL1093959,6.34,False,http://www.openphacts.org/units/Nanomolar,901044,=,1,True,=,,IC50,nM,,460,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.46
1475,,3246933,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.85', 'le': '0.18', 'lle': '1.26', 'sei': '7.68'}",CHEMBL1093960,,CHEMBL1093960,5.45,False,http://www.openphacts.org/units/Nanomolar,901045,=,1,True,=,,IC50,nM,,3570,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,3.57
1476,,3246934,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.51', 'le': '0.19', 'lle': '1.08', 'sei': '10'}",CHEMBL1093961,,CHEMBL1093961,6.5,False,http://www.openphacts.org/units/Nanomolar,901046,=,1,True,=,,IC50,nM,,320,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.32
1477,,3246935,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.55', 'le': '0.22', 'lle': '1.38', 'sei': '10.26'}",CHEMBL1090372,,CHEMBL1090372,6.33,False,http://www.openphacts.org/units/Nanomolar,901144,=,1,True,=,,IC50,nM,,470,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.47
1478,,3246936,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.46', 'le': '0.21', 'lle': '1.08', 'sei': '10.41'}",CHEMBL1089273,,CHEMBL1089273,6.42,True,http://www.openphacts.org/units/Nanomolar,901145,=,1,True,=,,IC50,nM,,380,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.38
1479,,3246937,[],CHEMBL1103404,Inhibition of cathepsin S in human JY cells assessed as inhibition of invariant chain degradation,B,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(c(SCCN7CCCCC7)c6)C(F)(F)F,,,CHEMBL1156271,Bioorg. Med. Chem. Lett.,2010,"{'bei': '8.78', 'le': '0.18', 'lle': '0.94', 'sei': '7.32'}",CHEMBL1089274,,CHEMBL1089274,6.68,False,http://www.openphacts.org/units/Nanomolar,901146,=,1,True,=,,IC50,nM,,210,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.21
1480,,3246939,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.46', 'le': '0.21', 'lle': '1.08', 'sei': '10.41'}",CHEMBL1089273,,CHEMBL1089273,6.42,False,http://www.openphacts.org/units/Nanomolar,901154,=,1,True,=,,IC50,nM,,380,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.38
1481,,3246940,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.62', 'le': '0.22', 'lle': '2.38', 'sei': '8.17'}",CHEMBL1089281,,CHEMBL1089281,6.69,False,http://www.openphacts.org/units/Nanomolar,901155,=,1,True,=,,IC50,nM,,204,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.204
1482,,3246941,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.51', 'le': '0.22', 'lle': '2.55', 'sei': '7.9'}",CHEMBL1089282,,CHEMBL1089282,6.47,False,http://www.openphacts.org/units/Nanomolar,901156,=,1,True,=,,IC50,nM,,335,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.335
1483,,3246942,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCOCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.27', 'le': '0.21', 'lle': '3.33', 'sei': '7.12'}",CHEMBL1089283,,CHEMBL1089283,6.49,False,http://www.openphacts.org/units/Nanomolar,901157,=,1,True,=,,IC50,nM,,325,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.325
1484,,3246943,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CCCNCC(O)Cn1nc(c2CN(CCc12)S(=O)(=O)C)c3ccc(c(SCCN4CCCCC4)c3)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.31', 'le': '0.21', 'lle': '2.4', 'sei': '6.86'}",CHEMBL1091047,,CHEMBL1091047,6.22,False,http://www.openphacts.org/units/Nanomolar,901158,=,1,True,=,,IC50,nM,,595,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.595
1485,,3246944,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CC(O)Cn2nc(c3CN(CCc23)S(=O)(=O)C)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F)CC1,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.21', 'le': '0.19', 'lle': '2.87', 'sei': '6.98'}",CHEMBL1089284,,CHEMBL1089284,5.94,False,http://www.openphacts.org/units/Nanomolar,901159,=,1,True,=,,IC50,nM,,1150,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,1.15
1486,,3246945,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCN(CC3)C4CC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.74', 'le': '0.2', 'lle': '2.93', 'sei': '7.68'}",CHEMBL1089285,,CHEMBL1089285,6.54,False,http://www.openphacts.org/units/Nanomolar,901160,=,1,True,=,,IC50,nM,,290,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.29
1487,,3246946,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)C4CCCC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.54', 'le': '0.19', 'lle': '0.93', 'sei': '8.13'}",CHEMBL1089286,,CHEMBL1089286,6.66,False,http://www.openphacts.org/units/Nanomolar,901161,=,1,True,=,,IC50,nM,,218,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.218
1488,,3246947,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CN(C)C1CCN(CC(O)Cn2nc(c3CN(CCc23)S(=O)(=O)C)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F)CC1,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.14', 'le': '0.19', 'lle': '2.3', 'sei': '7.22'}",CHEMBL1089287,,CHEMBL1089287,6.15,False,http://www.openphacts.org/units/Nanomolar,901162,=,1,True,=,,IC50,nM,,710,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.71
1489,,3246948,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccc4C#N)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.95', 'le': '0.22', 'lle': '2.42', 'sei': '7.57'}",CHEMBL1089288,,CHEMBL1089288,8,False,http://www.openphacts.org/units/Nanomolar,901163,=,1,True,=,,IC50,nM,,10,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.01
1490,,3246949,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '11.32', 'le': '0.23', 'lle': '2.9', 'sei': '8.44'}",CHEMBL1089289,,CHEMBL1089289,8,False,http://www.openphacts.org/units/Nanomolar,901164,=,1,True,=,,IC50,nM,,10,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.01
1491,,3246950,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)C(=O)N4CCCC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '9.69', 'le': '0.2', 'lle': '2.89', 'sei': '6.89'}",CHEMBL1089280,,CHEMBL1089280,7.05,False,http://www.openphacts.org/units/Nanomolar,901153,=,1,True,=,,IC50,nM,,90,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.09
1492,,3246951,[],CHEMBL1103405,Inhibition of human cathepsin S by ADAM-28 substrate-based fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,,,CHEMBL1156272,Bioorg. Med. Chem. Lett.,2010,"{'bei': '10.38', 'le': '0.21', 'lle': '3.49', 'sei': '7.24'}",CHEMBL1089290,,CHEMBL1089290,7.4,False,http://www.openphacts.org/units/Nanomolar,901165,=,1,True,=,,IC50,nM,,40,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,uM,UO_0000065,,0.04
